roulette; roulette;-1138,6;20,5777
roulette; random;-1136,2;20,4783
roulette; ts2;-1105,2;22,9643
ts3; roulette;-1083,4;36,9031
ts2; roulette;-1081,4;32,946
roulette; ts3;-1080,8;42,7383
ts2; random;-1010,2;118,0905
ts3; random;-931,8;158,762
ts2; ts2;-824,6;180,6838
ts2; ts3;-783;263,5967
ts3; ts2;-781,4;172,7491
ts3; ts3;-633;154,6971
