#tsp_tweak/50_0.0_0.58_0.1_105_roulette_2
0	133686.33436103436	105507.0620799222	111830.39569085366	118153.72930178513	84002.67532665134
1	125655.43024160273	102060.80407802649	107385.01421898023	112709.22435993397	84002.67532665134
2	125410.22894478081	101465.86810725508	106669.65393073259	111873.43975421009	84002.67532665134
3	118817.26452164985	99906.97985002835	105497.92924237387	111088.87863471938	84002.67532665134
4	120322.87275090102	97468.27334592617	102867.69681845275	108267.12029097934	84002.67532665134
5	114210.21374994499	95203.67907331495	99886.72719840556	104569.77532349616	83121.28536904932
6	113364.35893461446	92224.8616730254	97873.02236331563	103521.18305360586	83121.28536904932
7	110307.86179093184	91884.80696179406	96874.21420171033	101863.6214416266	84002.67532665134
8	106883.38290746411	90222.95368936357	95641.28868833819	101059.62368731281	81460.76009337298
9	110729.17777355631	90293.5064807425	95439.50223649014	100585.49799223778	83600.78582107603
10	106203.26172414352	88775.5292517858	93393.64173211748	98011.75421244916	81904.01505278215
11	101602.5805684455	88938.74116769811	92790.14488186299	96641.54859602786	81904.01505278215
12	100751.2435993601	86936.37417056145	91351.19505507842	95766.0159395954	81884.26362814299
13	104561.46596993243	85040.88891529822	89888.09546413824	94735.30201297827	79239.93469837551
14	98958.54004363062	85562.90209157899	89417.78366300282	93272.66523442665	81884.26362814299
15	102830.90935156119	85825.73934160738	90047.14428609445	94268.54923058153	81835.56825909266
16	105962.6439825269	85165.73763224168	89918.48811088134	94671.238589521	80560.5773441981
17	102299.58218578709	83191.10932329751	87921.42972006668	92651.75011683584	72428.57562466002
18	96669.9453970298	84135.88539010196	87645.4727843535	91155.06017860502	72428.57562466002
19	108287.54185280623	83820.10380925346	88109.85997282343	92399.6161363934	72428.57562466002
20	103227.90850989507	81370.4248988132	86590.24970949696	91810.07452018071	72428.57562466002
21	99791.25254969118	79810.15417874334	84101.7732549754	88393.39233120746	71872.62653447714
22	94898.82177799454	76441.54418898482	81070.0903695751	85698.63655016539	71200.08248133077
23	92466.87835133202	75912.3161664695	81349.30571707197	86786.29526767443	64892.32575670225
24	92169.99073789796	74295.05111166732	79562.25357427895	84829.45603689058	64892.32575670225
25	95637.7079362591	73723.68677590937	78714.84844998705	83706.01012406473	63688.67210492054
26	85698.09365275443	73576.27010006321	77967.49433280005	82358.7185655369	63688.67210492054
27	90238.02357714516	72187.0063218163	76894.3303115609	81601.6543013055	63688.67210492054
28	85400.87899375492	72728.5859724258	76979.50306729226	81230.42016215871	63688.67210492054
29	85033.00307972006	73369.14157691575	77257.13234751658	81145.12311811742	63688.67210492054
30	92748.75754704182	71734.77284456637	76407.47877080936	81080.18469705236	63843.62676387136
31	83306.48511077533	70598.92664698164	74670.18117395784	78741.43570093405	63843.62676387136
32	88962.79409199655	71843.20434401506	75290.49255437682	78737.78076473858	63939.667882387315
33	97276.97221835853	71876.88000175367	75918.06888518916	79959.25776862465	63939.667882387315
34	85487.45692948175	70751.80835662564	74308.36033506827	77864.9123135109	66046.88620180797
35	84020.52996486743	69411.50951689798	72355.07449911752	75298.63948133706	63793.00816920857
36	91796.04192340502	69107.29775288228	72814.5013423765	76521.70493187073	65248.41784918181
37	79385.02007379534	68049.53905431103	71177.6829903392	74305.82692636739	62864.81736473304
38	82962.47989068767	66299.43699582262	70187.87377410835	74076.31055239408	57024.35078753957
39	83791.49376894394	64582.44503116777	69113.67615190436	73644.90727264096	54545.927530632434
40	75892.95174964673	63685.18000116148	67571.28442804764	71457.3888549338	54545.927530632434
41	79695.54395537332	61682.58216657966	66518.26429642033	71353.946426261	50915.728225262326
42	83779.19872786615	61631.72602475648	66864.99520127714	72098.2643777978	51145.103075267165
