0	132691.8443574217	107711.42267469002	114978.11202911034	122244.80138353066	95308.14763442102
1	123889.10715390583	106846.40826498694	112222.24310304392	117598.0779411009	100344.62770921334
2	120919.84614010852	105272.20206989716	109506.09984603965	113739.99762218214	100404.4426444133
3	116328.84205881035	102048.03314482888	106785.60578077707	111523.17841672526	90307.17135958814
4	117326.77085396474	97858.77896084663	104090.05614019957	110321.3333195525	84577.5480097178
5	119288.36465150632	98486.72002708339	104287.41828528768	110088.11654349198	84577.5480097178
6	118834.31273849738	97675.87176178076	102135.91044241363	106595.9491230465	84577.5480097178
7	118834.31273849738	97095.243437097	100687.5142380279	104279.7850389588	87674.37123520026
8	112932.68137490617	95514.20236678507	99725.48132595765	103936.76028513022	82929.00413313285
9	111335.74563387093	94102.4585990794	98127.70489721216	102152.95119534491	82929.00413313285
10	112407.71263702046	92903.06396103666	97103.93485504152	101304.80574904637	82725.42812025646
11	114095.23825133403	92347.44540513864	97738.42391773303	103129.40243032742	82725.42812025646
12	114095.23825133403	90666.03999402752	96071.38211963179	101476.72424523605	81376.59617413818
13	114961.88386245671	89155.24155850167	94659.40316198346	100163.56476546524	82070.93821492892
14	110856.99246267244	87716.37766571419	92994.1441034748	98271.91054123541	80915.41931734233
15	109569.99618911048	85994.259875576	90782.14000900846	95570.02014244093	78769.82144286399
16	109361.48401451	85360.74299113707	90685.18728391333	96009.63157668959	76891.37939245588
17	97504.97545775391	82728.88078039589	87728.30468983758	92727.72859927926	73100.11909536508
18	94862.44753907746	79876.63641123754	84635.66814489452	89394.69987855149	72206.8363342377
19	101653.5668151162	78200.39948301282	83952.17759301142	89703.95570301003	72206.8363342377
20	96676.40559097653	76561.00832400066	82274.83038310047	87988.65244220028	66673.12596612373
21	92637.25715979026	76655.53925613248	81897.13541477399	87138.7315734155	66673.12596612373
22	94173.55104663585	77271.02730224773	81796.45307078598	86321.87883932423	66864.98378804114
23	95145.60057262874	75503.73320270325	80458.74128008673	85413.74935747021	66864.98378804114
24	89719.17300877182	74170.87132738106	78165.87063418723	82160.8699409934	66864.98378804114
25	92216.06582825571	73925.88482368767	77634.4441419899	81343.00346029212	65837.3657246128
26	93424.70600074432	72683.85216311918	76659.1617413964	80634.47131967361	66976.53686270947
27	82952.59082502015	72038.74576289163	75277.3714875592	78515.99721222676	64859.593897736835
28	89632.03196198388	72816.08103310043	76336.57097398888	79857.06091487734	68594.45318401269
29	82478.39447084483	70903.64821053816	73893.57728270837	76883.50635487858	62460.0685112967
30	82478.39447084483	70043.02062860341	73160.70050548433	76278.38038236526	62460.0685112967
31	81430.58246463416	67679.37433995957	71286.15745308773	74892.94056621588	58871.537435003316
32	81551.89013542532	66848.17588981285	70590.86344713107	74333.55100444928	58871.537435003316
33	77589.61130793758	66127.69580592509	69531.98847422762	72936.28114253015	55700.85745233542
34	75423.65257594455	65223.048089436925	68317.6211751335	71412.19426083009	55700.85745233542
35	73199.84960736247	65497.8468534415	68011.0250089479	70524.20316445429	57816.881830624116
36	78828.3834512668	65728.97584136423	68808.70804177647	71888.4402421887	60934.47546831799
37	75743.51188443598	65619.8226773173	68450.3315863172	71280.84049531711	60934.47546831799
38	77221.56885514694	66108.48947085963	69154.57836686769	72200.66726287575	58890.31560481125
39	79398.2036187506	66798.95100723118	69791.28383576676	72783.61666430235	61117.00134873076
40	75357.34065060622	66093.14944643204	69012.23206702259	71931.31468761314	57927.34206224518
41	80053.70014203597	63820.192704082474	67905.91118557911	71991.62966707574	55623.979640071164
42	84457.35811590507	63881.131652662814	68230.30674953567	72579.48184640851	57748.06625671106
43	84457.35811590507	63401.4832403454	67261.74546856203	71122.00769677867	57748.06625671106
44	78543.07135340608	62463.67177674534	66235.7179017843	70007.76402682326	57868.94375339065
45	77511.58624009491	60855.62924678979	64405.58621993834	67955.5431930869	51540.74840501413
46	76648.81440941276	59702.29096299135	63605.630057635564	67508.96915227978	51540.74840501413
47	79133.65730331611	59225.950401965136	63558.50741491846	67891.06442787178	51540.74840501413
